0,1,0
0,2,2
0,3,2
0,4,0
0,5,2
0,6,2
0,7,2
0,8,2
0,9,2
0,10,2
0,11,2
0,12,2
0,13,2
0,14,2
0,15,2
1,0,0
1,2,0
1,3,2
1,4,2
1,5,0
1,6,2
1,7,2
1,8,2
1,9,2
1,10,2
1,11,2
1,12,2
1,13,2
1,14,2
1,15,2
2,0,2
2,1,0
2,3,0
2,4,2
2,5,2
2,6,0
2,7,2
2,8,2
2,9,2
2,10,2
2,11,2
2,12,2
2,13,2
2,14,2
2,15,2
3,0,2
3,1,2
3,2,0
3,4,2
3,5,2
3,6,2
3,7,0
3,8,2
3,9,2
3,10,2
3,11,2
3,12,2
3,13,2
3,14,2
3,15,2
4,0,0
4,1,2
4,2,2
4,3,2
4,5,0
4,6,2
4,7,2
4,8,0
4,9,2
4,10,2
4,11,2
4,12,2
4,13,2
4,14,2
4,15,2
5,0,2
5,1,0
5,2,2
5,3,2
5,4,0
5,6,0
5,7,2
5,8,2
5,9,0
5,10,2
5,11,2
5,12,2
5,13,2
5,14,2
5,15,2
6,0,2
6,1,2
6,2,0
6,3,2
6,4,2
6,5,0
6,7,0
6,8,2
6,9,2
6,10,0
6,11,2
6,12,2
6,13,2
6,14,2
6,15,2
7,0,2
7,1,2
7,2,2
7,3,0
7,4,2
7,5,2
7,6,0
7,8,2
7,9,2
7,10,2
7,11,0
7,12,2
7,13,2
7,14,2
7,15,2
8,0,2
8,1,2
8,2,2
8,3,2
8,4,0
8,5,2
8,6,2
8,7,2
8,9,0
8,10,2
8,11,2
8,12,0
8,13,2
8,14,2
8,15,2
9,0,2
9,1,2
9,2,2
9,3,2
9,4,2
9,5,0
9,6,2
9,7,2
9,8,0
9,10,0
9,11,2
9,12,2
9,13,0
9,14,2
9,15,2
10,0,2
10,1,2
10,2,2
10,3,2
10,4,2
10,5,2
10,6,0
10,7,2
10,8,2
10,9,0
10,11,0
10,12,2
10,13,2
10,14,0
10,15,2
11,0,2
11,1,2
11,2,2
11,3,2
11,4,2
11,5,2
11,6,2
11,7,0
11,8,2
11,9,2
11,10,0
11,12,2
11,13,2
11,14,2
11,15,0
12,0,2
12,1,2
12,2,2
12,3,2
12,4,2
12,5,2
12,6,2
12,7,2
12,8,0
12,9,2
12,10,2
12,11,2
12,13,0
12,14,2
12,15,2
13,0,2
13,1,2
13,2,2
13,3,2
13,4,2
13,5,2
13,6,2
13,7,2
13,8,2
13,9,0
13,10,2
13,11,2
13,12,0
13,14,0
13,15,2
14,0,2
14,1,2
14,2,2
14,3,2
14,4,2
14,5,2
14,6,2
14,7,2
14,8,2
14,9,2
14,10,0
14,11,2
14,12,2
14,13,0
14,15,0
15,0,2
15,1,2
15,2,2
15,3,2
15,4,2
15,5,2
15,6,2
15,7,2
15,8,2
15,9,2
15,10,2
15,11,0
15,12,2
15,13,2
15,14,0
